source_id	source_title	source_year	site_name	LatDD	LonDD	inferred_from	inferred_using	biodiversity_measure	inferred_as	sample_origin
sourcenode_pub_aalto_astpfhiosps1atntif_2009	A summer temperature proxy from height increment of Scots pine since 1561 at the northern timberline in Fennoscandia	2009	Laanila	68.49194444	27.33361111	Contemporaneous Whole Organism: Pinus sylvestris L.	Implicit	PresenceOnly	Pinus sylvestris L. [Species]	LivingOrganism
sourcenode_pub_aalto_throsteotlmif_2011	The height-increment record of summer temperature extended over the last millennium in Fennoscandia	2011	Laanila	68.49166699999999	27.3333335	Contemporaneous Whole Organism: Pinus sylvestris L.	Implicit	PresenceOnly	Pinus sylvestris L. [Species]	LivingOrganism
sourcenode_pub_arseneault_a2tcosbsmgfrtlcc_noyear	A 2233-year tree-ring chronology of subarctic black spruce (Picea mariana): growth forms response to long-term climate change		Rivière Boniface / Lac Bush	57.73333334	-76.16666667	Contemporaneous Whole Organism: Picea mariana (Mill.) B.S.P.	Implicit	PresenceOnly	Picea mariana (Mill.) Britton, Sterns & Poggenb. [Species]	"OtherOrigin (ShortText ""Livng Organism and Subfossil"")"
sourcenode_pub_babst_ltpatbaospotamainf_2010	Landsat TM/ETM plus and tree-ring based assessment of spatiotemporal patterns of the autumnal moth (Epirrita autumnata) in northernmost Fennoscandia	2010	T2_top	68.48	18.74	Contemporaneous Whole Organism: Betula pubescens	Implicit	PresenceAbsence	Epirrita autumnata Borkhausen [Species]	LivingOrganism
sourcenode_pub_babst_ltpatbaospotamainf_2010	Landsat TM/ETM plus and tree-ring based assessment of spatiotemporal patterns of the autumnal moth (Epirrita autumnata) in northernmost Fennoscandia	2010	T2_top	68.48	18.74	Contemporaneous Whole Organism: Betula pubescens	Implicit	PresenceOnly	Betula pubescens subsp. tortuosa (Ledeb.) Nyman [Subspecies]	LivingOrganism
sourcenode_pub_babst_ltpatbaospotamainf_2010	Landsat TM/ETM plus and tree-ring based assessment of spatiotemporal patterns of the autumnal moth (Epirrita autumnata) in northernmost Fennoscandia	2010	T2_mid	68.47	18.72	Contemporaneous Whole Organism: Betula pubescens	Implicit	PresenceAbsence	Epirrita autumnata Borkhausen [Species]	LivingOrganism
sourcenode_pub_babst_ltpatbaospotamainf_2010	Landsat TM/ETM plus and tree-ring based assessment of spatiotemporal patterns of the autumnal moth (Epirrita autumnata) in northernmost Fennoscandia	2010	T2_mid	68.47	18.72	Contemporaneous Whole Organism: Betula pubescens	Implicit	PresenceOnly	Betula pubescens subsp. tortuosa (Ledeb.) Nyman [Subspecies]	LivingOrganism
sourcenode_pub_babst_ltpatbaospotamainf_2010	Landsat TM/ETM plus and tree-ring based assessment of spatiotemporal patterns of the autumnal moth (Epirrita autumnata) in northernmost Fennoscandia	2010	T2_low	68.46	18.7	Contemporaneous Whole Organism: Betula pubescens	Implicit	PresenceAbsence	Epirrita autumnata Borkhausen [Species]	LivingOrganism
sourcenode_pub_babst_ltpatbaospotamainf_2010	Landsat TM/ETM plus and tree-ring based assessment of spatiotemporal patterns of the autumnal moth (Epirrita autumnata) in northernmost Fennoscandia	2010	T2_low	68.46	18.7	Contemporaneous Whole Organism: Betula pubescens	Implicit	PresenceOnly	Betula pubescens subsp. tortuosa (Ledeb.) Nyman [Subspecies]	LivingOrganism
sourcenode_pub_babst_ltpatbaospotamainf_2010	Landsat TM/ETM plus and tree-ring based assessment of spatiotemporal patterns of the autumnal moth (Epirrita autumnata) in northernmost Fennoscandia	2010	T1_top	68.36	18.72	Contemporaneous Whole Organism: Betula pubescens	Implicit	PresenceAbsence	Epirrita autumnata Borkhausen [Species]	LivingOrganism
sourcenode_pub_babst_ltpatbaospotamainf_2010	Landsat TM/ETM plus and tree-ring based assessment of spatiotemporal patterns of the autumnal moth (Epirrita autumnata) in northernmost Fennoscandia	2010	T1_top	68.36	18.72	Contemporaneous Whole Organism: Betula pubescens	Implicit	PresenceOnly	Betula pubescens subsp. tortuosa (Ledeb.) Nyman [Subspecies]	LivingOrganism
sourcenode_pub_babst_ltpatbaospotamainf_2010	Landsat TM/ETM plus and tree-ring based assessment of spatiotemporal patterns of the autumnal moth (Epirrita autumnata) in northernmost Fennoscandia	2010	T1_mid	68.36	18.75	Contemporaneous Whole Organism: Betula pubescens	Implicit	PresenceAbsence	Epirrita autumnata Borkhausen [Species]	LivingOrganism
sourcenode_pub_babst_ltpatbaospotamainf_2010	Landsat TM/ETM plus and tree-ring based assessment of spatiotemporal patterns of the autumnal moth (Epirrita autumnata) in northernmost Fennoscandia	2010	T1_mid	68.36	18.75	Contemporaneous Whole Organism: Betula pubescens	Implicit	PresenceOnly	Betula pubescens subsp. tortuosa (Ledeb.) Nyman [Subspecies]	LivingOrganism
sourcenode_pub_babst_ltpatbaospotamainf_2010	Landsat TM/ETM plus and tree-ring based assessment of spatiotemporal patterns of the autumnal moth (Epirrita autumnata) in northernmost Fennoscandia	2010	T1_low 	68.36	18.78	Contemporaneous Whole Organism: Betula pubescens	Implicit	PresenceAbsence	Epirrita autumnata Borkhausen [Species]	LivingOrganism
sourcenode_pub_babst_ltpatbaospotamainf_2010	Landsat TM/ETM plus and tree-ring based assessment of spatiotemporal patterns of the autumnal moth (Epirrita autumnata) in northernmost Fennoscandia	2010	T1_low 	68.36	18.78	Contemporaneous Whole Organism: Betula pubescens	Implicit	PresenceOnly	Betula pubescens subsp. tortuosa (Ledeb.) Nyman [Subspecies]	LivingOrganism
sourcenode_pub_buras_waojcappfprita_2017	Wood anatomy of Juniperus communis: a promising proxy for palaeoclimate reconstructions in the Arctic	2017	Kobbefjord 	64.16911045070853	-51.39636686906844	Contemporaneous Whole Organism: Juniperus communis L.	Implicit	PresenceOnly	Juniperus communis L. [Species]	LivingOrganism
sourcenode_pub_case_a5rocatdftllrronsr_1998	A 538-year record of climate and treeline dynamics from the lower Lena River region of Northern Siberia, Russia	1998	Lena River	70.66667	125.86667	Contemporaneous Whole Organism: Larix dahurica Turcz. ex Trautv.	Implicit	PresenceOnly	Larix dahurica Turcz. ex Trautv. [Species]	LivingOrganism
sourcenode_pub_enright_pcaotriwsgfsc_1984	Principal components analysis of tree-ring/climate relationships in white spruce (Picea glauca) from Schefferville, Canada	1984	Ironarm	54.915437	-66.637529	Contemporaneous Whole Organism: Picea glauca [Moench] Vos	Implicit	PresenceOnly	Picea glauca (Moench) Voss [Species]	LivingOrganism
sourcenode_pub_enright_pcaotriwsgfsc_1984	Principal components analysis of tree-ring/climate relationships in white spruce (Picea glauca) from Schefferville, Canada	1984	Menihek	54.747078	-66.95837	Contemporaneous Whole Organism: Picea glauca [Moench] Vos	Implicit	PresenceOnly	Picea glauca (Moench) Voss [Species]	LivingOrganism
sourcenode_pub_enright_pcaotriwsgfsc_1984	Principal components analysis of tree-ring/climate relationships in white spruce (Picea glauca) from Schefferville, Canada	1984	Annabel	54.978545	-67.020914	Contemporaneous Whole Organism: Picea glauca [Moench] Vos	Implicit	PresenceOnly	Picea glauca (Moench) Voss [Species]	LivingOrganism
sourcenode_pub_gorlanova_ptsisjsbatufrece_2000	Pathological tree-ring structures in Siberian juniper (Juniperus sibirica Burgsd.) and their use for reconstructing extreme climatic events	2000	Rai-Iz Massif, Mount Chernaya	66.89877331850863	65.78245826252028	Contemporaneous Whole Organism: Juniperus sibirica Burgsd.	Implicit	PresenceOnly	Juniperus sibirica Burgsd. [Species]	LivingOrganism
sourcenode_pub_helle_csitwdadcflies_2008	Climate signals in tree-ring width, density and delta C-13 from larches in Eastern Siberia (Russia)	2008	Suntar Khayata mountain ridge	63.1	139.08	Contemporaneous Whole Organism: Larix cajanderi Mayr	Implicit	PresenceOnly	Larix cajanderi Mayr [Species]	LivingOrganism
sourcenode_pub_jalkanen_a2hcfpsatnctantfrpst_2005	A 250-year-long height-increment chronology for Pinus sylvestris at the northern coniferous timberline: A novel tool for reconstructing past summer temperatures?	2005	Tornetrösk	68.21694444	19.73361111	Contemporaneous Whole Organism: Pinus sylvestris L.	Implicit	PresenceOnly	Pinus sylvestris L. [Species]	LivingOrganism
sourcenode_pub_jalkanen_a2hcfpsatnctantfrpst_2005	A 250-year-long height-increment chronology for Pinus sylvestris at the northern coniferous timberline: A novel tool for reconstructing past summer temperatures?	2005	Mounio	68.13361111	23.35027778	Contemporaneous Whole Organism: Pinus sylvestris L.	Implicit	PresenceOnly	Pinus sylvestris L. [Species]	LivingOrganism
sourcenode_pub_jalkanen_a2hcfpsatnctantfrpst_2005	A 250-year-long height-increment chronology for Pinus sylvestris at the northern coniferous timberline: A novel tool for reconstructing past summer temperatures?	2005	Kiruna	67.85027778	20.31694444	Contemporaneous Whole Organism: Pinus sylvestris L.	Implicit	PresenceOnly	Pinus sylvestris L. [Species]	LivingOrganism
sourcenode_pub_jalkanen_a2hcfpsatnctantfrpst_2005	A 250-year-long height-increment chronology for Pinus sylvestris at the northern coniferous timberline: A novel tool for reconstructing past summer temperatures?	2005	Lannila	68.46694444	27.30027778	Contemporaneous Whole Organism: Pinus sylvestris L.	Implicit	PresenceOnly	Pinus sylvestris L. [Species]	LivingOrganism
sourcenode_pub_lefevre_hdocasfaia_1991	Historical Diversity of Cormorants and Shags from Amchitka Island Alaska	1991	Site 31 and Site 36 (composite)	51.46	-179.05	Macrofossil: Aves (Bone)	Explicit: Atlas or Key - Siegel-Causey, D. 1988. Phylogeny of the Phalacrocoracidae. Condor 90:885-905. 	Abundance	Compsohalieus perspicillatus Pallas [Species]	"OtherOrigin (ShortText ""Midden"")"
sourcenode_pub_lefevre_hdocasfaia_1991	Historical Diversity of Cormorants and Shags from Amchitka Island Alaska	1991	Site 31 and Site 36 (composite)	51.46	-179.05	Macrofossil: Aves (Bone)	Explicit: Atlas or Key - Siegel-Causey, D. 1988. Phylogeny of the Phalacrocoracidae. Condor 90:885-905. 	Abundance	Phalacrocorax capillatus Temminck & Schlegel [Species]	"OtherOrigin (ShortText ""Midden"")"
sourcenode_pub_lefevre_hdocasfaia_1991	Historical Diversity of Cormorants and Shags from Amchitka Island Alaska	1991	Site 31 and Site 36 (composite)	51.46	-179.05	Macrofossil: Aves (Bone)	Explicit: Atlas or Key - Siegel-Causey, D. 1988. Phylogeny of the Phalacrocoracidae. Condor 90:885-905. 	Abundance	Hypoleucus auritus Lesson [Species]	"OtherOrigin (ShortText ""Midden"")"
